ID,RepoName,CommitId,Redable,CommitMessage
756,falcosecurity/falco,73fbbdb5774d2432f5c0c9d32a15691ac98d3e18,1,"Add automated tests for packages/driver installs  Add automated tests for running falco from a package and container. As a result  this will also test building the kernel module as well as runnning falco-probe-loader as a backup.  In travis.yml  switch to the docker-enabled vm and install dkms. This changed the environment slightly  so change how avocado's python dependencies are installed. After building falco  copy the .deb package to docker/local and build a local docker image based on that package.  Add the following new tests:   - docker_package: this uses ""docker run"" to run the image created in    travis.yml. This includes using dkms to build the kernel module and    load it. In addition  the conf directory is mounted to /host/conf  the    rules directory is mounted to /host/rules  and the traces directory is    mounted to /host/traces.  - docker_package_local_driver: this disables dkms via a volume mount    that maps /dev/null to /usr/sbin/dkms and copies the kernel module by    hand into the container to /root/.sysdig/falco-probe-....ko. As a    result  falco-probe-loader will use the local kernel module instead    of building one itself.  - debian_package: this installs the .deb package and runs the installed    version of falco.  Ideally  there'd also be a test for downloading the driver  but since the driver depends on the kernel as well as the falco version string  you can't put a single driver on download.draios.com that will work long-term.  These tests depend on the following new test attributes:   - package: if present  this points to the docker image/debian package     to install.   - addl_docker_run_args: if present  will be added to the docker run     command.   - copy_local_driver: if present  will copy the built kernel module to     ~/.sysdig. ~/.sysdig/* is always cleared out before each test.   - run_duration: maps to falco's -M <secs> flag   - trace_file is now optional.  Also add some misc general test changes:   - Clean up our use of process.run. By default it will fail a test if the     run program returns non-zero  so we don't have to grab the exit     status. In addition  get rid of sudo in the command lines and use the     sudo attribute instead.    - Fix some tests that were writing to files below /tmp/falco_outputs     by creating the directory first. Useful when running avocado directly."
757,falcosecurity/falco,52b006e8755eecd8a78311c5a24ef4768fea8bb7,0, 
758,fibjs/fibjs,02426d537173ba9c26712f9f70fae5dba071ff41,1,ci:add ssh deploy (#218)  * refactor:only ci env run the xz compress  * fix: add env param  * refacor:rename gui  * fix:osx build  * fix: osx lost xz deps  * ci:add ssh deploy  * fix:matrix  * chore:format  * fix: private keys  * feat: windows ssh release  * feat:add version to filename  * fix: github release  * chore:format  * fix: pwd secure  * fix: ssh upload path
759,fibjs/fibjs,59d743dacc93b8cc0d6cd9f5bd6cec76dd14cfc9,0, 
764,fnc12/sqlite_orm,2d5d650bac3e78300abad8317e0d6afa238f08ef,1,refactored select (fixed #54)
765,fnc12/sqlite_orm,563789af6d8bcc96d92eff8dd8df2a3110280a51,0, 
782,google/or-tools,b02da107a677aa6e3b1325cd5814fd3a05e37772,1,Cleanup macOS Travis build. Fix typo with xcode9.4 and force JAVA_HOME as workaround until Travis fixes support for multiple JDKs in macOS: https://docs.travis-ci.com/user/languages/java/#testing-against-multiple-jdks
783,google/or-tools,bf7131e61251c37f25d566ca6b0e7f1e39e85d45,0, 
792,icecc/icecream,7bd85b30b21eed8e46528032fc9d0fc2e5ee9cad,1,"switch travis to ubuntu 16.04 where possible  And this 'where possible' is everythere except for the address/leak sanitizer  which is broken for whatever mysterious reason. We already had to explicitly force an older version of Ubuntu Trusty for the asan/lsan build  so keep it that way. In a summary: - Normal builds work fine with newer Ubuntu (if 16.04 can be called ""newer""). - Sanitizers generally work with -fuse-ld=gold  so maybe the BFD ld is   old/broken on these old Ubuntu versions. - Asan/lsan breaks when tests try to terminate the iceccd daemon. Either   the signal handling is broken  or the leak cleanup is broken  it simply   exists and the only thing it says is 'fatal error'. - I have no idea how to fix that. Even when using gcc9   from the ubuntu-toolchain-r-test it's still broken. - So stay on the ancient Trusty version. - However  there's no official zstd package for Trusty  so grab one   from a ""random"" unsupported repository. It works *shrug*. - Also  asan contains lsan  so just use them together  so that the special   handling is at least done only once."
793,icecc/icecream,7f0d8d968db20c32fcfef30498dbca07bfa03495,0, 
950,microsoft/bond,c8a259f94f9f8145a326e8677dc446d737cc3fc2,1,Refresh Linux CI build image  Updates the Linux CI build image to build-22756092 which was built against commit 62da781cb2.  Due to a combination of two bugs in the clean up script  we've lost all the images except for the one reference by the 8.1.0 tag  build-13234037.  1. The clean up script was supposed to be configured to retain images    reference by all tags. However  it was only retaining the image    reference by the most recent tag. This was fixed by using `git    rev-list --tags --simplify-by-decoration --dense` instead of `git    rev-list --tags -n 1` 2. The clean up script was configured to retain images reference by the    last two weeks of commits. There has been a period without any    commits in two weeks  so the images reference by the current tip of    master were collected. This has been fixed by adding the results of    `git rev-list --reverse -n 10 origin/master` to the set of root    commits.  Fixes https://github.com/microsoft/bond/issues/979
951,microsoft/bond,62da781cb2e267c2ab34db5d561b615b568146c5,0, 
986,node-inspector/v8-profiler,74f4717ea068f14abbb8c32221bb5b37087ccde6,1,fix: replace `Hidden` api with  nan `private`  make it compatible with node 7.x (#106)  * fix: replace  api with  nan   make it compatible with node 7.x  * test: add node 7  * refactor: upgrade node-pre-gyp  * fix: make it work on windows  * test: config node7 on appveyor
987,node-inspector/v8-profiler,d7a5f5224b124440850039053dde06b050f6e8da,0, 
994,oktal/pistache,225091992bb48f61ebd27d6d7b6411c1a6935d09,1,Travis fix to collect coredumps from build configuration subdirs - #720 (#776)  * Travis fix to collect coredumps from build configuration subdirs - #720  Previously  Travis would only attempt to collect coredumps from the last directory the build script was in  or the home directory. This meant that most coredumps were missed  and debug information was lost.  The new setup configures apport to watch for crashes on any executables (by default it watches for executables from Ubuntu packages). These crash dumps are picked up  extracted  and analysed using GDB to provide a backtrace (this needs the executable to be passed to GDB as well so that debug symbols are provided).  * Restructured .travis.yml to avoid underspecified builds.
995,oktal/pistache,a2215ba9efc0b4e7a4bf8760b5feb45cc041aea4,0, 
1002,openmm/openmm,23143e82415a17bf4ac25fecaad5791af3afcf7b,1,Eliminate extra warning about overriding the warning level  Clean up  Fix OpenCL platform on low-end devices  Close file before deleting in TestAmberPrmtopFile.py  Close PDBx file before deleting to fix windows test failure in TestPDbxFile.py  Fix test checkpoint reporter close file before repoening  Add bytes typemap  Update appveyor.yml  Fix exit status  Supress 4305 and 4244 warnings  Print the last failed tests output  Make numpy optional in test  Improve scipy skip too  Refactor TestCheckpointReporter.py to not require numpy  test on the proper file  Remove annoying -V
1003,openmm/openmm,3924b168a74a1ee037dd117349dacee9fcc848e9,0, 
1024,pbek/QOwnNotes,e0d932a066ab47f4ca5025c0791102aeceb2fbd5,1,did some cleanup and fixing
